input,time
0,0.0000
1,0.0000
2,0.0000
3,0.0000
4,0.0000
5,0.0000
6,0.0000
7,0.0000
8,0.0000
9,0.0000
10,0.0000
11,0.0000
12,0.0000
13,0.0000
14,0.0000
15,0.0000
16,0.0000
17,0.0000
18,0.0000
19,0.0000
20,0.0000
21,0.0001
22,0.0001
23,0.0002
24,0.0003
25,0.0005
26,0.0008
27,0.0013
28,0.0021
29,0.0033
30,0.0055
31,0.0088
32,0.0143
33,0.0241
34,0.0379
35,0.0602
36,0.0981
37,0.1591
38,0.2597
39,0.4173
40,0.6722
41,1.0888
42,1.8379
43,2.9125
44,4.6589
45,7.5531
